Campaign,Username,Profile ID,Email Ban,Account Manager(VIP) / Black List,VIP Category,Type,Value,Agent's Gender,Agent,Date of Call,Time of Call,Month of Call,Response,Attitude,Reason,Promo Code Credited,Comments,Feedback,Loyalty,Agent 2nd attempt,Response 2nd attempt,Attitude 2nd attempt,Reason 2nd attempt
GR Non Dep,Tsakirios,8904133,NO,NO,NON VIP,No Type,NA,F,T.Antonopoulou,29-Jul-2026,14:00,2026-07,ANSWERED,Positive,C will deposit,-,-,-,-,-,-,-,-
GR Non Dep,theusers,8899113,YES,NO,NON VIP,No Type,NA,F,T.Antonopoulou,29-Jul-2026,14:00,2026-07,ΑNSWERED BY 3RD PERSON,-,Inactive - KYC Required to reopen,-,-,-,-,-,-,-,-
GR Non Dep,Karvounste,8910093,NO,NO,NON VIP,No Type,NA,F,T.Antonopoulou,29-Jul-2026,14:00,2026-07,ANSWERED,Neutral,C may deposit at some time,-,-,-,-,-,-,-,-
GR Non Dep,zaraifis1243,8902112,YES,NO,NON VIP,No Type,NA,F,T.Antonopoulou,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,T.Antonopoulou,ΑNSWERED BY 3RD PERSON,-,Inactive - KYC Required to reopen
GR Non Dep,bakis3,8905171,YES,NO,NON VIP,No Type,NA,F,T.Antonopoulou,29-Jul-2026,14:00,2026-07,ANSWERED,Negative,C hung up the phone,-,-,-,-,-,-,-,-
GR Non Dep,fisoskssbs,8903129,NO,NO,NON VIP,No Type,NA,F,T.Antonopoulou,29-Jul-2026,14:00,2026-07,ΑNSWERED BY 3RD PERSON,-,Inactive - KYC Required to reopen,-,-,-,-,-,-,-,-
GR Non Dep,Pipinka,8907125,YES,NO,NON VIP,No Type,NA,F,T.Antonopoulou,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,T.Antonopoulou,UNANSWERED,-,-
GR Non Dep,efmorfili,8905117,YES,NO,NON VIP,No Type,NA,F,T.Antonopoulou,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,T.Antonopoulou,ANSWERED,Positive,C will deposit
GR Non Dep,Giopaf7,8908126,NO,NO,NON VIP,No Type,NA,F,T.Antonopoulou,29-Jul-2026,14:00,2026-07,CANNOT CONNECT TO NUMBER,-,-,-,-,-,-,T.Antonopoulou,ANSWERED,Negative,C didn't speak
GR Non Dep,devil8888,8901141,YES,NO,NON VIP,No Type,NA,F,T.Antonopoulou,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,T.Antonopoulou,UNANSWERED,-,-
GR Non Dep,munnaahmed10,8909059,YES,NO,NON VIP,No Type,NA,F,T.Antonopoulou,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,T.Antonopoulou,UNANSWERED,-,-
GR Non Dep,Nikosnks123,8904109,NO,NO,NON VIP,No Type,NA,F,T.Antonopoulou,29-Jul-2026,14:00,2026-07,ANSWERED,Positive,C will deposit,-,-,-,-,-,-,-,-
GR Non Dep,Lawan548,8908082,YES,NO,NON VIP,No Type,NA,F,T.Antonopoulou,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,T.Antonopoulou,UNANSWERED,-,-
GR Non Dep,Magaji6352,8906100,YES,NO,NON VIP,No Type,NA,F,T.Antonopoulou,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,T.Antonopoulou,UNANSWERED,-,-
GR Non Dep,chriskou79,8899097,NO,NO,NON VIP,No Type,NA,F,T.Antonopoulou,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,T.Antonopoulou,UNANSWERED,-,-
GR Non Dep,EYACHAIDI,8899100,NO,NO,NON VIP,No Type,NA,F,T.Antonopoulou,29-Jul-2026,14:00,2026-07,ANSWERED,Positive,C will deposit,-,-,-,-,-,-,-,-
GR Non Dep,tasoula26,8905097,NO,NO,NON VIP,No Type,NA,F,T.Antonopoulou,29-Jul-2026,14:00,2026-07,ANSWERED,Negative,C is not interested,-,-,-,-,-,-,-,-
GR Non Dep,FotiniGian92,8911131,YES,NO,NON VIP,No Type,NA,F,T.Antonopoulou,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,T.Antonopoulou,ANSWERED,Negative,C will close the account
GR Non Dep,Loulouka,8904117,NO,NO,NON VIP,No Type,NA,F,T.Antonopoulou,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,T.Antonopoulou,UNANSWERED,-,-
GR Non Dep,kikijani,8907118,YES,NO,NON VIP,No Type,NA,F,T.Antonopoulou,29-Jul-2026,14:00,2026-07,ANSWERED,Negative,C didn't speak,-,-,-,-,-,-,-,-
GR Non Dep,Vasilikiliar,8900217,NO,NO,NON VIP,No Type,NA,F,E.Vagianni,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,E.Vagianni,UNANSWERED,-,-
GR Non Dep,nikosrama,8904211,YES,NO,NON VIP,No Type,NA,F,E.Vagianni,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,E.Vagianni,UNANSWERED,-,-
GR Non Dep,Gabrielo21,8906200,YES,NO,NON VIP,No Type,NA,F,E.Vagianni,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,E.Vagianni,UNANSWERED,-,-
GR Non Dep,irap1992,8906206,NO,NO,NON VIP,No Type,NA,F,E.Vagianni,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,-,-,-,-
GR Non Dep,Tanasi5789,8909172,YES,NO,NON VIP,No Type,NA,F,E.Vagianni,29-Jul-2026,14:00,2026-07,ΑNSWERED BY 3RD PERSON,-,Inactive - KYC Required to reopen,-,-,-,-,-,-,-,-
GR Non Dep,sheqere1,8911235,YES,NO,NON VIP,No Type,NA,F,E.Vagianni,29-Jul-2026,14:00,2026-07,ANSWERED,-,Account created by 3rd person,-,-,-,-,-,-,-,-
GR Non Dep,Arises,8905225,YES,NO,NON VIP,No Type,NA,F,E.Vagianni,29-Jul-2026,14:00,2026-07,ANSWERED,Negative,C does not want calls,-,-,-,-,-,-,-,-
GR Non Dep,eletsa77,8909183,NO,NO,NON VIP,No Type,NA,F,E.Vagianni,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,E.Vagianni,UNANSWERED,-,-
GR Non Dep,Panos465,8903175,YES,NO,NON VIP,No Type,NA,F,E.Vagianni,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,KYC REQUIRED TO REOPEN // GR FAKE DOC,-,-,E.Vagianni,NOT CALLED,-,Inactive
GR Non Dep,dimaek21sid,8907214,NO,NO,NON VIP,No Type,NA,F,E.Vagianni,29-Jul-2026,14:00,2026-07,ANSWERED,Neutral,C may deposit at some time,-,-,-,-,-,-,-,-
GR Non Dep,hemapir,8899220,YES,NO,NON VIP,No Type,NA,F,E.Vagianni,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,E.Vagianni,UNANSWERED,-,-
GR Non Dep,nek099,8910181,NO,NO,NON VIP,No Type,NA,F,E.Vagianni,29-Jul-2026,14:00,2026-07,ΑNSWERED BY 3RD PERSON,-,Inactive - KYC Required to reopen,-,-,-,-,-,-,-,-
GR Non Dep,katsaounh,8911262,YES,NO,NON VIP,No Type,NA,F,E.Vagianni,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,E.Vagianni,UNANSWERED,-,-
GR Non Dep,Fwtischoreia,8906229,YES,NO,NON VIP,No Type,NA,F,E.Vagianni,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,E.Vagianni,UNANSWERED,-,-
GR Non Dep,Christianna6,8910200,YES,NO,NON VIP,No Type,NA,F,E.Vagianni,29-Jul-2026,14:00,2026-07,ANSWERED,Neutral,C may deposit at some time,-,-,-,-,-,-,-,-
GR Non Dep,NancyFancy08,8907196,YES,NO,NON VIP,No Type,NA,F,E.Vagianni,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,E.Vagianni,UNANSWERED,-,-
GR Non Dep,Lizamon,8899204,YES,NO,NON VIP,No Type,NA,F,E.Vagianni,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,E.Vagianni,UNANSWERED,-,-
GR Non Dep,EimaiKablas,8905167,YES,NO,NON VIP,No Type,NA,M,A.Kytros,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,A.Kytros,ANSWERED,Neutral,C may deposit at some time
GR Non Dep,deepblue28,8904134,YES,NO,NON VIP,No Type,NA,M,A.Kytros,29-Jul-2026,14:00,2026-07,ANSWERED,Neutral,C may deposit at some time,-,-,-,-,-,-,-,-
GR Non Dep,Luciano2003,8898092,YES,NO,NON VIP,No Type,NA,M,A.Kytros,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,A.Kytros,UNANSWERED,-,-
GR Non Dep,Achilleas277,8904113,YES,NO,NON VIP,No Type,NA,M,A.Kytros,29-Jul-2026,14:00,2026-07,NOT CALLED,-,C had already deposited,-,-,-,-,-,-,-,-
GR Non Dep,Dimitrisf123,8901099,NO,NO,NON VIP,No Type,NA,M,A.Kytros,29-Jul-2026,14:00,2026-07,ΑNSWERED BY 3RD PERSON,-,Inactive - KYC Required to reopen,-,-,-,-,-,-,-,-
GR Non Dep,Dermisis,8904114,YES,NO,NON VIP,No Type,NA,M,A.Kytros,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,A.Kytros,UNANSWERED,-,-
GR Non Dep,AggeLOS25,8899108,YES,NO,NON VIP,No Type,NA,M,A.Kytros,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,A.Kytros,UNANSWERED,-,-
GR Non Dep,Panosd71,8910080,NO,NO,NON VIP,No Type,NA,M,A.Kytros,29-Jul-2026,14:00,2026-07,ANSWERED,Positive,C will deposit,-,-,-,-,-,-,-,-
GR Non Dep,xenofon19,8902095,YES,NO,NON VIP,No Type,NA,M,A.Kytros,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,A.Kytros,ANSWERED,Positive,C will deposit
GR Non Dep,kampasv2002,8898098,NO,NO,NON VIP,No Type,NA,M,A.Kytros,29-Jul-2026,14:00,2026-07,ANSWERED,Neutral,C may deposit at some time,-,-,-,-,-,-,-,-
GR Non Dep,Poniro94,8903094,YES,NO,NON VIP,No Type,NA,M,A.Kytros,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,A.Kytros,UNANSWERED,-,-
GR Non Dep,DIOSTASOS,8904128,YES,NO,NON VIP,No Type,NA,M,A.Kytros,29-Jul-2026,14:00,2026-07,ANSWERED,Negative,C is not interested,-,-,-,-,-,-,-,-
Reactivation 60,Basileiou12,1247772,YES,NO,NON VIP,No Type,NA,M,V. Karakonstantis,29-Jul-2026,14:00,2026-07,ANSWERED,Positive,C will deposit,CS_ND100-100,-,-,-,-,-,-,-
Reactivation 60,Deosart,6580872,NO,NO,NON VIP,No Type,NA,M,V. Karakonstantis,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,V. Karakonstantis,UNANSWERED,-,-
Reactivation 60,Giwrgosk2025,6381351,NO,NO,NON VIP,No Type,NA,M,V. Karakonstantis,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,V. Karakonstantis,UNANSWERED,-,-
Reactivation 60,agtoulios,804795,YES,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,29-Jul-2026,14:00,2026-07,ANSWERED,Negative,C is not interested,CS_ND100-100,-,-,-,-,-,-,-
Reactivation 60,tasosd03,3591608,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,29-Jul-2026,14:00,2026-07,ANSWERED,Positive,C will deposit,CS_ND100-100,-,-,-,-,-,-,-
Reactivation 60,Tania1968,4868276,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,CS_ND100-100,-,-,-,I. Tsakopoulos,ANSWERED,Positive,C will deposit
Reactivation 60,Nikospere7,1781537,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,I. Tsakopoulos,UNANSWERED,-,-
Reactivation 60,billynousis,1563566,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,I. Tsakopoulos,UNANSWERED,-,-
Reactivation 60,Flora2610,1049176,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,I. Tsakopoulos,UNANSWERED,-,-
Reactivation 60,tzeris12,1003457,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,I. Tsakopoulos,UNANSWERED,-,-
Reactivation 60,jo123el,8199541,NO,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,29-Jul-2026,14:00,2026-07,ANSWERED,Positive,C will deposit,CS_ND100-100,-,-,-,-,-,-,-
Reactivation 60,kostas9523,1527257,YES,NO,NON VIP,No Type,NA,M,I. Tsakopoulos,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,CS_ND100-100,-,-,-,I. Tsakopoulos,ANSWERED,Positive,C will deposit
Reactivation 60,konniedoukas,1718138,NO,NO,NON VIP,No Type,NA,M,D. Nompilakis,29-Jul-2026,14:00,2026-07,ANSWERED,Neutral,C may deposit at some point,CS_ND100-100,-,-,-,-,-,-,-
Reactivation 60,popiap12,7930944,NO,NO,NON VIP,No Type,NA,M,D. Nompilakis,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,D. Nompilakis,UNANSWERED,-,-
Reactivation 60,terzie25,8296944,NO,NO,NON VIP,No Type,NA,M,D. Nompilakis,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,CS_ND100-100,-,-,-,D. Nompilakis,ANSWERED,Negative,C didn't speak
Reactivation 60,vana198181,2793137,NO,NO,NON VIP,No Type,NA,M,D. Nompilakis,29-Jul-2026,14:00,2026-07,CANNOT CONNECT TO NUMBER,-,-,-,Call barring,-,-,-,-,-,-
Reactivation 60,Kyriakos153,3316230,NO,NO,NON VIP,No Type,NA,M,D. Nompilakis,29-Jul-2026,14:00,2026-07,ANSWERED,Neutral,C may deposit at some point,SB_ND100-100,-,-,-,-,-,-,-
Reactivation 60,Mixospaok4,1716344,NO,NO,NON VIP,No Type,NA,M,D. Nompilakis,29-Jul-2026,14:00,2026-07,ANSWERED,Negative,C is not interested,CS_ND100-100,-,-,-,-,-,-,-
Reactivation 60,kalaistav,1632735,NO,NO,NON VIP,No Type,NA,M,D. Nompilakis,29-Jul-2026,14:00,2026-07,CANNOT CONNECT TO NUMBER,-,-,-,Call barring,-,-,D. Nompilakis,CANNOT CONNECT TO NUMBER,-,-
Reactivation 60,fyda1926,1815163,NO,NO,NON VIP,No Type,NA,M,D. Nompilakis,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,CS_ND100-100,Via to do list,-,-,D. Nompilakis,ANSWERED,Negative,C is not interested
Reactivation 60,lisandro2000,6859437,NO,NO,NON VIP,No Type,NA,M,D. Nompilakis,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,D. Nompilakis,UNANSWERED,-,-
Reactivation 60,ilisks4,1144452,NO,NO,NON VIP,No Type,NA,M,D. Nompilakis,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,D. Nompilakis,UNANSWERED,-,-
Reactivation 60,KLEONA,1552585,NO,NO,NON VIP,No Type,NA,M,D. Nompilakis,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,CS_ND100-100,-,-,-,D. Nompilakis,ANSWERED,-,Informed via email
Reactivation 60,takisbouk,969540,NO,NO,NON VIP,No Type,NA,M,D. Nompilakis,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,D. Nompilakis,UNANSWERED,-,-
Reactivation 60,Sotirioslars,5560605,NO,NO,NON VIP,No Type,NA,M,A.Karatsis,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,A.Karatsis,UNANSWERED,-,-
Reactivation 60,user37814,6340284,NO,NO,NON VIP,No Type,NA,M,A.Karatsis,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,A.Karatsis,UNANSWERED,-,-
Reactivation 60,andrikos987,1134011,NO,NO,NON VIP,No Type,NA,M,A.Karatsis,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,A.Karatsis,UNANSWERED,-,-
Reactivation 60,Whitesnake7,1272420,NO,NO,NON VIP,No Type,NA,M,A.Karatsis,29-Jul-2026,14:00,2026-07,ANSWERED,Neutral,C may deposit at some point,CS_ND100-100,-,-,-,-,-,-,-
Reactivation 60,manpreet99,1444807,YES,NO,NON VIP,No Type,NA,M,A.Karatsis,29-Jul-2026,14:00,2026-07,ANSWERED,Neutral,C may deposit at some point,CS_ND100-100,-,-,-,-,-,-,-
Reactivation 60,stefanosg1,603423,NO,NO,NON VIP,No Type,NA,M,A.Karatsis,29-Jul-2026,14:00,2026-07,ANSWERED,Neutral,C didn't have time to talk,SB_ND100-100,-,-,-,A.Karatsis,ANSWERED,-,Informed via email
Reactivation 60,Poiaamstel,1946191,NO,NO,NON VIP,No Type,NA,M,A.Karatsis,29-Jul-2026,14:00,2026-07,ANSWERED,Neutral,C may deposit at some point,CS_ND100-100,-,-,-,-,-,-,-
Reactivation 60,sakistl,6993711,NO,NO,NON VIP,No Type,NA,M,A.Karatsis,29-Jul-2026,14:00,2026-07,ANSWERED,Neutral,C may deposit at some point,SB_ND100-100,-,-,-,-,-,-,-
Reactivation 60,stameiro,5801162,NO,NO,NON VIP,No Type,NA,M,A.Karatsis,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,A.Karatsis,UNANSWERED,-,-
Reactivation 60,superlelos21,1788210,NO,NO,NON VIP,No Type,NA,F,A.Nikopoulou,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,CS_ND100-100,-,-,-,A.Nikopoulou,ANSWERED,Neutral,C may deposit at some point
Reactivation 60,Stelkari,4657186,NO,NO,NON VIP,No Type,NA,F,A.Nikopoulou,29-Jul-2026,14:00,2026-07,ANSWERED,Negative,C Didn't Verify His Identity,SB_ND100-100,-,-,-,-,-,-,-
Reactivation 60,katsa90,3717430,NO,NO,NON VIP,No Type,NA,F,A.Nikopoulou,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,A.Nikopoulou,UNANSWERED,-,-
Reactivation 60,nikara365,3601189,NO,NO,NON VIP,No Type,NA,M,A.Kytros,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,SB_ND100-100,-,-,-,A.Kytros,ANSWERED,Negative,C is not interested
Reactivation 60,stelios8745,5335927,NO,NO,NON VIP,No Type,NA,M,A.Kytros,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,A.Kytros,UNANSWERED,-,-
Reactivation 60,agpapado,2268966,NO,NO,NON VIP,No Type,NA,M,A.Kytros,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,A.Kytros,UNANSWERED,-,-
VIP Day 10 Avg Dep >100,Ioannispro77,1718871,NO,NO,BRONZE,Casino & Sportsbook,NA,M,V. Karakonstantis,29-Jul-2026,14:00,2026-07,ANSWERED,Positive,C will deposit,SBVIP100-300,-,-,-,-,-,-,-
VIP Day 10 Avg Dep >100,FiLVass,8744429,NO,NO,POTENTIAL,Sportsbook,NA,M,V. Karakonstantis,29-Jul-2026,14:00,2026-07,ANSWERED,Neutral,C may deposit at some point,SBVIP100-300,-,-,-,-,-,-,-
VIP Day 10 Avg Dep >100,karab2233,2004351,NO,NO,BRONZE,Casino & Sportsbook,NA,M,V. Karakonstantis,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,to do,-,-,V. Karakonstantis,UNANSWERED,-,-
VIP Day 10 Avg Dep >100,zkaffes,1333965,NO,NO,BRONZE,Casino Player,NA,M,V. Karakonstantis,29-Jul-2026,14:00,2026-07,NOT CALLED,-,Active Rollover,-,-,-,-,-,-,-,-
VIP Day 10 Avg Dep >100,Thomaspap4,1821299,NO,NO,BRONZE,Sportsbook,NA,M,V. Karakonstantis,29-Jul-2026,14:00,2026-07,ANSWERED,Negative,C is not interested,SBVIP100-300,-,-,-,-,-,-,-
VIP Day 10 Avg Dep >100,voodoo2014,918942,NO,NO,BRONZE,Casino & Sportsbook,NA,M,D. Nompilakis,29-Jul-2026,14:00,2026-07,ANSWERED,Neutral,C may deposit at some point,SBVIP100-300,-,-,-,-,-,-,-
VIP Day 10 Avg Dep >100,quasar13,1094653,NO,NO,BRONZE,Sportsbook,NA,M,D. Nompilakis,29-Jul-2026,14:00,2026-07,ANSWERED,Neutral,C may deposit at some point,SBVIP100-300,-,-,-,-,-,-,-
VIP Day 10 Avg Dep >100,panovib1899,5820664,NO,NO,BRONZE,Sportsbook,NA,M,D. Nompilakis,29-Jul-2026,14:00,2026-07,ANSWERED,Negative,C didn't speak,SBVIP100-300,-,-,-,-,-,-,-
VIP Day 10 Avg Dep >100,ball0mas1993,5997238,NO,NO,POTENTIAL,Sportsbook,NA,M,D. Nompilakis,29-Jul-2026,14:00,2026-07,ANSWERED,Negative,C is not interested,SBVIP100-300,-,-,-,-,-,-,-
VIP Day 10 Avg Dep >100,Mariak91,1516496,NO,NO,BRONZE,Casino Player,NA,M,D. Nompilakis,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,D. Nompilakis,UNANSWERED,-,-
VIP Day 10 Avg Dep >100,teddy730,5594521,NO,NO,POTENTIAL,Casino Player,NA,M,C.Gedikidis,29-Jul-2026,14:00,2026-07,ANSWERED,Neutral,C may deposit at some point,CS-VIP500,-,-,-,-,-,-,-
VIP Day 10 Avg Dep >100,Dimitrisskep,7021382,NO,NO,BRONZE,Casino Player,NA,M,C.Gedikidis,29-Jul-2026,14:00,2026-07,ANSWERED,Negative,C is not interested,CS-VIP500,-,-,-,-,-,-,-
VIP Day 10 Avg Dep >100,argiris1981,1186144,NO,NO,BRONZE,Casino Player,NA,M,C.Gedikidis,29-Jul-2026,14:00,2026-07,CANNOT CONNECT TO NUMBER,-,-,-,-,-,-,C.Gedikidis,CANNOT CONNECT TO NUMBER,-,-
VIP Day 10 Avg Dep >100,PGIORGOS,1183405,NO,NO,BRONZE,Casino & Sportsbook,NA,M,C.Gedikidis,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,SBVIP100-300,via to do,-,-,C.Gedikidis,ANSWERED,Neutral,C may deposit at some point
VIP Day 10 Avg Dep >100,Anestis1702,1623251,NO,NO,SILVER,Sportsbook,NA,F,M.Ntouni,29-Jul-2026,14:00,2026-07,ANSWERED,Negative,C is not interested,SBVIP100-300,-,-,-,-,-,-,-
VIP Day 10 Avg Dep >100,AK27573,1821213,NO,NO,BRONZE,Casino Player,NA,F,M.Ntouni,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,M.Ntouni,UNANSWERED,-,-
VIP Day 10 Avg Dep >100,durant7,1230312,NO,NO,SILVER,Sportsbook,NA,F,M.Ntouni,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,M.Ntouni,UNANSWERED,-,-
VIP Day 10 Avg Dep >100,king45,3113120,NO,NO,SILVER,Sportsbook,NA,F,M.Ntouni,29-Jul-2026,14:00,2026-07,ANSWERED,Positive,C will deposit,SBVIP100-300,-,-,-,-,-,-,-
VIP Day 10 Avg Dep >100,loretzos94,1787007,NO,NO,BRONZE,Sportsbook,NA,M,A.Karatsis,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,SBVIP100-300,-,-,-,A.Karatsis,ANSWERED,Neutral,C may deposit at some point
VIP Day 10 Avg Dep >100,iromakri,1341170,NO,NO,SILVER,Sportsbook,NA,M,A.Karatsis,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,to do,-,-,A.Karatsis,UNANSWERED,-,-
VIP Day 10 Avg Dep >100,thanoulis21,1270975,NO,NO,BRONZE,Sportsbook,NA,M,A.Karatsis,29-Jul-2026,14:00,2026-07,ANSWERED,Positive,C will deposit,SBVIP100-300,-,-,-,-,-,-,-
VIP Day 10 Avg Dep >100,Jokertpt,7928917,NO,NO,BRONZE,Under Review,NA,M,A.Karatsis,29-Jul-2026,14:00,2026-07,ANSWERED,Neutral,C may deposit at some point,SBVIP100-300,-,-,-,-,-,-,-
VIP Day 10 Avg Dep >100,afragos2,1749257,NO,NO,BRONZE,Sportsbook,NA,M,A.Karatsis,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,A.Karatsis,UNANSWERED,-,-
VIP Day 10 Avg Dep <100,MANABIS,739463,NO,NO,BRONZE,Casino & Sportsbook,NA,M,V. Karakonstantis,29-Jul-2026,14:00,2026-07,ANSWERED,Positive,C will deposit,SBVIP100-100,-,-,-,-,-,-,-
VIP Day 10 Avg Dep <100,denierskits,4923765,NO,NO,BRONZE,Sportsbook,NA,M,V. Karakonstantis,29-Jul-2026,14:00,2026-07,ANSWERED,Positive,C will deposit,SBVIP100-100,-,-,-,-,-,-,-
VIP Day 10 Avg Dep <100,olibia,727823,NO,NO,BRONZE,Casino Player,NA,M,V. Karakonstantis,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,V. Karakonstantis,UNANSWERED,-,-
VIP Day 10 Avg Dep <100,stelios2192,3542020,NO,NO,BRONZE,Sportsbook,NA,M,V. Karakonstantis,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,-,-,-,-,V. Karakonstantis,UNANSWERED,-,-
VIP Day 10 Avg Dep <100,Mike121212,6345913,NO,NO,BRONZE,Under Review,NA,M,V. Karakonstantis,29-Jul-2026,14:00,2026-07,ANSWERED,Neutral,C may deposit at some point,SBVIP100-100,-,-,-,-,-,-,-
VIP Day 10 Avg Dep <100,nicolas1771,1572961,NO,NO,SILVER,Casino Player,NA,M,V. Karakonstantis,29-Jul-2026,14:00,2026-07,ANSWERED,Negative,C is not interested,-,to do via VIp ops,-,-,V. Karakonstantis,ANSWERED,Negative,C is not interested
VIP Day 10 Avg Dep <100,jerryparagon,888578,NO,NO,BRONZE,Sportsbook,NA,M,D. Nompilakis,29-Jul-2026,14:00,2026-07,ANSWERED,Neutral,C may deposit at some point,SBVIP100-100,-,-,-,-,-,-,-
VIP Day 10 Avg Dep <100,navouxo,965137,NO,NO,SILVER,Casino & Sportsbook,NA,M,D. Nompilakis,29-Jul-2026,14:00,2026-07,UNANSWERED,-,-,SBVIP100-100,-,-,-,D. Nompilakis,ANSWERED,Neutral,C may deposit at some point
VIP Day 10 Avg Dep <100,boutios,1220181,NO,NO,BRONZE,Under Review,NA,M,D. Nompilakis,29-Jul-2026,14:00,2026-07,CANNOT CONNECT TO NUMBER,-,-,-,Call barring,-,-,-,-,-,-
VIP Day 10 Avg Dep <100,NKARAYIANNIS,1324123,NO,NO,BRONZE,Casino & Sportsbook,NA,M,D. Nompilakis,29-Jul-2026,14:00,2026-07,ANSWERED,Neutral,C may deposit at some point,SBVIP100-100,-,-,-,-,-,-,-
VIP Day 10 Avg Dep <100,michail1960,1625333,NO,NO,BRONZE,Casino Player,NA,M,D. Nompilakis,29-Jul-2026,14:00,2026-07,ANSWERED,Neutral,C may deposit at some point,CS-VIP300,-,-,-,-,-,-,-
